brand_name,pants_description,price,MRP,discount_percent,ratings,number_of_ratings
V-Mart,Mid-Rise Slim Fit Jeans,2079.0,3999.0,0.48,3.9,31.0
V-Mart,Men Slim Fit Jeans,2079.0,3999.0,0.48,3.9,31.0
Flying Machine,Men Slim Fit Jeans,1549.0,2499.0,0.38,3.9,31.0
V-Mart,Men Slim Fit Mid-Rise Jeans,1549.0,2499.0,0.38,3.9,31.0
V-Mart,Men Slim Fit Jeans,1549.0,2499.0,0.38,3.9,31.0
WROGN,Men Anti Fit Jeans,1399.0,2799.0,0.5,4.1,25.0
V-Mart,Men Slim Fit Jeans,1399.0,2799.0,0.5,4.1,25.0
V-Mart,Men Slim Fit Jeans,1399.0,2799.0,0.5,4.1,25.0
Mufti,Men Mid-Rise Skinny Fit Jeans,1393.0,3399.0,0.59,3.8,16.0
Allen Cooper,Men Mid-Rise Stretchable Jeans,1451.0,3299.0,0.56,3.8,16.0
StyleCast x Revolte,Men Relaxed Fit Jeans,1741.0,3349.0,0.48,3.8,16.0
FUGAZEE,Men Relaxed Fit Jeans,2099.0,3499.0,0.4,3.7,124.0
StyleCast x Revolte,Men Flared Jeans,1611.0,3099.0,0.48,3.7,124.0
StyleCast x Revolte,Men Jeans,1758.0,3449.0,0.49,3.7,124.0
United Colors of Benetton,Men Anti Fit Mid-Rise Jeans,1758.0,3449.0,0.49,3.7,124.0
Turning Blue,Men Jeans,1499.0,3999.0,25.0,3.3,6.0
WROGN,Men Loose Fit Cotton Jeans,1374.0,2499.0,0.45,4.2,57.0
Flying Machine,Men Slim Fit Jeans,1829.0,2999.0,0.39,4.6,5.0
CAMLA,Men Slim Fit Jeans,1794.0,2990.0,0.4,4.6,5.0
CAMLA,Men Jeans,1645.0,3290.0,0.5,4.6,5.0
United Colors of Benetton,Men Relaxed Fit Mid-Rise Jeans,1645.0,3290.0,0.5,4.6,5.0
CAMLA,Men Jeans,1745.0,3490.0,0.5,4.6,5.0
CAMLA,Men Slim Fit Jeans,1794.0,2990.0,0.4,4.6,5.0
Roadster,Men Wide Leg Jeans,805.0,2599.0,0.69,3.1,35.0
CAMLA,Men Slim Fit Jeans,1845.0,3690.0,0.5,3.1,35.0
CAMLA,Men Jeans,1845.0,3690.0,0.5,3.1,35.0
WROGN,Men Anti Fit Jeans,1623.0,2799.0,0.42,4.2,42.0
CAMLA,Men Skinny Fit Jeans,1445.0,2890.0,0.5,4.2,42.0
CAMLA,Men Jeans,1914.0,3190.0,0.4,4.2,42.0
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,1914.0,3190.0,0.4,4.2,42.0
CAMLA,Men Straight Fit Jeans,1745.0,3490.0,0.5,4.2,42.0
CAMLA,Men Slim Fit Jeans,1745.0,3490.0,0.5,4.2,42.0
Roadster,Men Regular Fit Mid-Rise Jeans,759.0,1899.0,0.6,4.0,63.0
CAMLA,Men Slim Fit Jeans,1745.0,3490.0,0.5,4.0,63.0
SELECTED,Men Slim Fit Jeans,4199.0,6999.0,0.4,4.0,63.0
Flying Machine,Slim Fit Stretchable Jeans,1829.0,2999.0,0.39,4.0,63.0
StyleCast,Men Relaxed Fit Jeans,1663.0,3199.0,0.48,4.0,63.0
StyleCast,Men Relaxed Fit Jeans,2336.0,4099.0,0.43,4.0,63.0
Levis,Men 511 Slim Fit Jeans,1478.0,2899.0,0.49,4.3,264.0
StyleCast,Men Relaxed Fit Jeans,1663.0,3199.0,0.48,4.3,264.0
StyleCast,Men Jeans,2174.0,3749.0,0.42,4.3,264.0
United Colors of Benetton,Men Mid-Rise Regular Fit Jeans,2174.0,3749.0,0.42,4.3,264.0
StyleCast,Slash Knee Regular Fit Jeans,2066.0,3899.0,0.47,4.3,264.0
StyleCast,Men Jeans,1988.0,3899.0,0.49,4.3,264.0
WROGN,Men Slim Fit Stretchable Jeans,1275.0,2199.0,0.42,4.2,130.0
StyleCast,Men Relaxed Fit Jeans,2039.0,3849.0,0.47,4.2,130.0
Nautica,Men Slim Fit Jeans,2799.0,3999.0,0.3,4.2,130.0
Flying Machine,Men Relaxed Fit Jeans,2309.0,3499.0,0.34,4.2,130.0
Nautica,Men Straight Fit Jeans,2999.0,4999.0,0.4,4.2,130.0
AD By Arvind,Men Skinny Fit Jeans,2169.0,3099.0,0.3,4.2,130.0
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,2169.0,3099.0,0.3,4.2,130.0
AD By Arvind,Men Skinny Fit Jeans,1819.0,2799.0,0.35,4.2,130.0
AD By Arvind,Men Slim Fit Jeans,1889.0,2699.0,0.3,4.2,130.0
Levis,Men 511 Slim Fit Jeans,2079.0,3999.0,0.48,3.9,31.0
Peter England Casuals,Men Slim Fit Light Fade Jeans,2079.0,3999.0,0.48,3.9,31.0
Richlook,Men Slim Fit Stretchable Jeans,1999.0,4999.0,0.6,3.9,31.0
Flying Machine,Men Slim Fit Jeans,1549.0,2499.0,0.38,3.9,31.0
StyleCast,Men Straight Fit Jeans,1759.0,3199.0,0.45,3.9,31.0
StyleCast,Men Relaxed Fit Jeans,2249.0,4499.0,0.5,3.9,31.0
WROGN,Men Anti Fit Jeans,1399.0,2799.0,0.5,4.1,25.0
StyleCast,Men Solid Jeans,1455.0,2799.0,0.48,4.1,25.0
StyleCast,Men Regular Fit Jeans,2066.0,3899.0,0.47,4.1,25.0
Mufti,Men Mid-Rise Skinny Fit Jeans,1393.0,3399.0,0.59,3.8,16.0
COMFITS,Men Slim Fit Jeans,419.0,1299.0,8.8,3.8,16.0
Antony Morato,Men Tapered Fit Jeans,5500.0,10999.0,0.49,3.8,16.0
FUGAZEE,Men Relaxed Fit Jeans,2099.0,3499.0,0.4,3.7,124.0
WROGN,Men Loose Fit Cotton Jeans,1374.0,2499.0,0.45,4.2,57.0
Flying Machine,Men Slim Fit Jeans,1829.0,2999.0,0.39,4.6,5.0
CAMLA,Men Slim Fit Jeans,1794.0,2990.0,0.4,4.6,5.0
CAMLA,Men Jeans,1645.0,3290.0,0.5,4.6,5.0
United Colors of Benetton,Men Relaxed Fit Mid-Rise Jeans,1645.0,3290.0,0.5,4.6,5.0
CAMLA,Men Jeans,1745.0,3490.0,0.5,4.6,5.0
CAMLA,Men Slim Fit Jeans,1794.0,2990.0,0.4,4.6,5.0
Roadster,Men Wide Leg Jeans,805.0,2599.0,0.69,3.1,35.0
CAMLA,Men Slim Fit Jeans,1845.0,3690.0,0.5,3.1,35.0
CAMLA,Men Jeans,1845.0,3690.0,0.5,3.1,35.0
WROGN,Men Anti Fit Jeans,1623.0,2799.0,0.42,4.2,42.0
CAMLA,Men Skinny Fit Jeans,1445.0,2890.0,0.5,4.2,42.0
CAMLA,Men Jeans,1914.0,3190.0,0.4,4.2,42.0
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,1914.0,3190.0,0.4,4.2,42.0
CAMLA,Men Straight Fit Jeans,1745.0,3490.0,0.5,4.2,42.0
CAMLA,Men Slim Fit Jeans,1745.0,3490.0,0.5,4.2,42.0
Roadster,Men Regular Fit Mid-Rise Jeans,759.0,1899.0,0.6,4.0,63.0
CAMLA,Men Slim Fit Jeans,1745.0,3490.0,0.5,4.0,63.0
SELECTED,Men Slim Fit Jeans,4199.0,6999.0,0.4,4.0,63.0
Flying Machine,Slim Fit Stretchable Jeans,1829.0,2999.0,0.39,4.0,63.0
StyleCast,Men Relaxed Fit Jeans,1663.0,3199.0,0.48,4.0,63.0
StyleCast,Men Relaxed Fit Jeans,2336.0,4099.0,0.43,4.0,63.0
Levis,Men 511 Slim Fit Jeans,1478.0,2899.0,0.49,4.3,264.0
StyleCast,Men Relaxed Fit Jeans,1663.0,3199.0,0.48,4.3,264.0
StyleCast,Men Jeans,2174.0,3749.0,0.42,4.3,264.0
United Colors of Benetton,Men Mid-Rise Regular Fit Jeans,2174.0,3749.0,0.42,4.3,264.0
StyleCast,Slash Knee Regular Fit Jeans,2066.0,3899.0,0.47,4.3,264.0
StyleCast,Men Jeans,1988.0,3899.0,0.49,4.3,264.0
WROGN,Men Slim Fit Stretchable Jeans,1275.0,2199.0,0.42,4.2,130.0
StyleCast,Men Relaxed Fit Jeans,2039.0,3849.0,0.47,4.2,130.0
Nautica,Men Slim Fit Jeans,2799.0,3999.0,0.3,4.2,130.0
Flying Machine,Men Relaxed Fit Jeans,2309.0,3499.0,0.34,4.2,130.0
Nautica,Men Straight Fit Jeans,2999.0,4999.0,0.4,4.2,130.0
AD By Arvind,Men Skinny Fit Jeans,2169.0,3099.0,0.3,4.2,130.0
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,2169.0,3099.0,0.3,4.2,130.0
AD By Arvind,Men Skinny Fit Jeans,1819.0,2799.0,0.35,4.2,130.0
AD By Arvind,Men Slim Fit Jeans,1889.0,2699.0,0.3,4.2,130.0
Levis,Men 511 Slim Fit Jeans,2079.0,3999.0,0.48,3.9,31.0
Peter England Casuals,Men Slim Fit Light Fade Jeans,2079.0,3999.0,0.48,3.9,31.0
Richlook,Men Slim Fit Stretchable Jeans,1999.0,4999.0,0.6,3.9,31.0
Flying Machine,Men Slim Fit Jeans,1549.0,2499.0,0.38,3.9,31.0
StyleCast,Men Straight Fit Jeans,1759.0,3199.0,0.45,3.9,31.0
StyleCast,Men Relaxed Fit Jeans,2249.0,4499.0,0.5,3.9,31.0
WROGN,Men Anti Fit Jeans,1399.0,2799.0,0.5,4.1,25.0
StyleCast,Men Solid Jeans,1455.0,2799.0,0.48,4.1,25.0
StyleCast,Men Regular Fit Jeans,2066.0,3899.0,0.47,4.1,25.0
Mufti,Men Mid-Rise Skinny Fit Jeans,1393.0,3399.0,0.59,3.8,16.0
COMFITS,Men Slim Fit Jeans,419.0,1299.0,8.8,3.8,16.0
Antony Morato,Men Tapered Fit Jeans,5500.0,10999.0,0.49,3.8,16.0
FUGAZEE,Men Relaxed Fit Jeans,2099.0,3499.0,0.4,3.7,124.0
WROGN,Men Loose Fit Cotton Jeans,1374.0,2499.0,0.45,4.2,57.0
Flying Machine,Men Slim Fit Jeans,1829.0,2999.0,0.39,4.6,5.0
V-Mart,Mid-Rise Slim Fit Jeans,1829.0,2999.0,0.39,4.6,5.0
V-Mart,Men Mid-Rise Slim Fit Jeans,1829.0,2999.0,0.39,4.6,5.0
United Colors of Benetton,Men Relaxed Fit Mid-Rise Jeans,1829.0,2999.0,0.39,4.6,5.0
V-Mart,Men Mid-Rise Slim Fit Jeans,1829.0,2999.0,0.39,4.6,5.0
V-Mart,Slim Fit Mid-Rise Denim Jeans,1829.0,2999.0,0.39,4.6,5.0
Roadster,Men Wide Leg Jeans,805.0,2599.0,0.69,3.1,35.0
V-Mart,Mid-Rise Slim Fit Jeans,805.0,2599.0,0.69,3.1,35.0
V-Mart,Men Slim Fit Mid-Rise Jeans,805.0,2599.0,0.69,3.1,35.0
WROGN,Men Anti Fit Jeans,1623.0,2799.0,0.42,4.2,42.0
V-Mart,Mid-Rise Slim Fit Jeans,1623.0,2799.0,0.42,4.2,42.0
V-Mart,Men Slim Fit Mid-Rise Jeans,1623.0,2799.0,0.42,4.2,42.0
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,1623.0,2799.0,0.42,4.2,42.0
V-Mart,Men Slim Fit Mid-Rise Jeans,1623.0,2799.0,0.42,4.2,42.0
V-Mart,Knitted Denim Mid-Rise Jeans,1623.0,2799.0,0.42,4.2,42.0
Roadster,Men Regular Fit Mid-Rise Jeans,759.0,1899.0,0.6,4.0,63.0
V-Mart,Men Slim Fit Mid-Rise Jeans,759.0,1899.0,0.6,4.0,63.0
Crocodile,Men Slim Fit Stretchable Jeans,1609.0,2299.0,0.3,3.3,6.0
Flying Machine,Slim Fit Stretchable Jeans,1829.0,2999.0,0.39,3.3,6.0
Trendyol,Mid-Rise Cotton Jeans,1979.0,4399.0,0.55,3.6,11.0
U.S. Polo Assn.,Men Slim Fit Mid-Rise Jeans,2519.0,3499.0,0.28,3.4,19.0
Levis,Men 511 Slim Fit Jeans,1478.0,2899.0,0.49,4.3,264.0
U.S. Polo Assn.,Men Slim Fit Mid-Rise Jeans,2759.0,3999.0,0.31,4.3,264.0
Nautica,Men Slim Fit Jeans,3219.0,4599.0,0.3,4.3,264.0
United Colors of Benetton,Men Mid-Rise Regular Fit Jeans,3219.0,4599.0,0.3,4.3,264.0
U.S. Polo Assn.,Men Slim Fit Jeans,2449.0,3499.0,0.3,3.7,9.0
Peter England Casuals,Men Slim Fit Heavy Fade Jeans,1859.0,2999.0,0.38,3.7,9.0
WROGN,Men Slim Fit Stretchable Jeans,1275.0,2199.0,0.42,4.2,130.0
Peter England Casuals,Tapered Fit Heavy Fade Jeans,1275.0,2199.0,0.42,4.2,130.0
VAN HEUSEN DENIM LABS,Men Straight Fit Jeans,1900.0,3799.0,0.49,4.2,130.0
Flying Machine,Men Relaxed Fit Jeans,2309.0,3499.0,0.34,4.2,130.0
VAN HEUSEN DENIM LABS,Men Slim Fit Jeans,1925.0,3849.0,0.49,4.2,130.0
VAN HEUSEN DENIM LABS,Men Slim Fit Mid-Rise Jeans,2449.0,3499.0,0.3,4.2,130.0
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,2449.0,3499.0,0.3,4.2,130.0
VAN HEUSEN DENIM LABS,Men Slim Fit Mid-Rise Jeans,1925.0,3849.0,0.49,4.2,130.0
VAN HEUSEN DENIM LABS,Men Slim Fit Light Fade Jeans,2099.0,2999.0,0.3,4.2,130.0
Levis,Men 511 Slim Fit Jeans,2079.0,3999.0,0.48,3.9,31.0
VAN HEUSEN DENIM LABS,Men Slim Fit Light Fade Jeans,1900.0,3799.0,0.49,3.9,31.0
Peter England Casuals,Men Slim Fit Mid-Rise Jeans,1900.0,3799.0,0.49,3.9,31.0
Flying Machine,Men Slim Fit Jeans,1549.0,2499.0,0.38,3.9,31.0
Peter England Casuals,Men Slim Fit Jeans,1859.0,2999.0,0.38,3.9,31.0
Celio,Men Slim Fit Mid-Rise Jeans,3239.0,5999.0,0.46,3.9,31.0
WROGN,Men Anti Fit Jeans,1399.0,2799.0,0.5,4.1,25.0
Louis Philippe Jeans,Men Low-Rise Jeans,2069.0,2999.0,0.31,4.1,25.0
SPYKAR,Men Skinny Fit Low-Rise Jeans,1329.0,3499.0,0.62,4.1,25.0
Mufti,Men Mid-Rise Skinny Fit Jeans,1393.0,3399.0,0.59,3.8,16.0
Nautica,Men Pure Cotton Straight Jeans,3219.0,4599.0,0.3,3.6,5.0
Nautica,Men Straight Fit Jeans,1599.0,3999.0,0.6,3.7,6.0
FUGAZEE,Men Relaxed Fit Jeans,2099.0,3499.0,0.4,3.7,124.0
WROGN,Men Loose Fit Cotton Jeans,1374.0,2499.0,0.45,4.2,57.0
Flying Machine,Men Slim Fit Jeans,1829.0,2999.0,0.39,4.6,5.0
V-Mart,Mid-Rise Slim Fit Jeans,1829.0,2999.0,0.39,4.6,5.0
V-Mart,Men Mid-Rise Slim Fit Jeans,1829.0,2999.0,0.39,4.6,5.0
United Colors of Benetton,Men Relaxed Fit Mid-Rise Jeans,1829.0,2999.0,0.39,4.6,5.0
V-Mart,Men Mid-Rise Slim Fit Jeans,1829.0,2999.0,0.39,4.6,5.0
V-Mart,Slim Fit Mid-Rise Denim Jeans,1829.0,2999.0,0.39,4.6,5.0
Roadster,Men Wide Leg Jeans,805.0,2599.0,0.69,3.1,35.0
V-Mart,Mid-Rise Slim Fit Jeans,805.0,2599.0,0.69,3.1,35.0
V-Mart,Men Slim Fit Mid-Rise Jeans,805.0,2599.0,0.69,3.1,35.0
WROGN,Men Anti Fit Jeans,1623.0,2799.0,0.42,4.2,42.0
V-Mart,Mid-Rise Slim Fit Jeans,1623.0,2799.0,0.42,4.2,42.0
V-Mart,Men Slim Fit Mid-Rise Jeans,1623.0,2799.0,0.42,4.2,42.0
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,1623.0,2799.0,0.42,4.2,42.0
V-Mart,Men Slim Fit Mid-Rise Jeans,1623.0,2799.0,0.42,4.2,42.0
V-Mart,Knitted Denim Mid-Rise Jeans,1623.0,2799.0,0.42,4.2,42.0
Roadster,Men Regular Fit Mid-Rise Jeans,759.0,1899.0,0.6,4.0,63.0
V-Mart,Men Slim Fit Mid-Rise Jeans,759.0,1899.0,0.6,4.0,63.0
Crocodile,Men Slim Fit Stretchable Jeans,1609.0,2299.0,0.3,3.3,6.0
Flying Machine,Slim Fit Stretchable Jeans,1829.0,2999.0,0.39,3.3,6.0
Trendyol,Mid-Rise Cotton Jeans,1979.0,4399.0,0.55,3.6,11.0
U.S. Polo Assn.,Men Slim Fit Mid-Rise Jeans,2519.0,3499.0,0.28,3.4,19.0
United Colors of Benetton,Men Mid-Rise Regular Fit Jeans,2519.0,3499.0,0.28,3.4,19.0
U.S. Polo Assn.,Men Slim Fit Mid-Rise Jeans,2759.0,3999.0,0.31,3.4,19.0
Nautica,Men Slim Fit Jeans,3219.0,4599.0,0.3,3.4,19.0
WROGN,Men Slim Fit Stretchable Jeans,1275.0,2199.0,0.42,4.2,130.0
U.S. Polo Assn.,Men Slim Fit Jeans,2449.0,3499.0,0.3,3.7,9.0
Peter England Casuals,Men Slim Fit Heavy Fade Jeans,1859.0,2999.0,0.38,3.7,9.0
Flying Machine,Men Relaxed Fit Jeans,2309.0,3499.0,0.34,3.7,9.0
Peter England Casuals,Tapered Fit Heavy Fade Jeans,2309.0,3499.0,0.34,3.7,9.0
VAN HEUSEN DENIM LABS,Men Straight Fit Jeans,1900.0,3799.0,0.49,3.7,9.0
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,1900.0,3799.0,0.49,3.7,9.0
VAN HEUSEN DENIM LABS,Men Slim Fit Jeans,1925.0,3849.0,0.49,3.7,9.0
VAN HEUSEN DENIM LABS,Men Slim Fit Mid-Rise Jeans,2449.0,3499.0,0.3,3.7,9.0
Levis,Men 511 Slim Fit Jeans,2079.0,3999.0,0.48,3.9,31.0
VAN HEUSEN DENIM LABS,Men Slim Fit Mid-Rise Jeans,1925.0,3849.0,0.49,3.9,31.0
VAN HEUSEN DENIM LABS,Men Slim Fit Light Fade Jeans,2099.0,2999.0,0.3,3.9,31.0
Flying Machine,Men Slim Fit Jeans,1549.0,2499.0,0.38,3.9,31.0
VAN HEUSEN DENIM LABS,Men Slim Fit Light Fade Jeans,1900.0,3799.0,0.49,3.9,31.0
Peter England Casuals,Men Slim Fit Mid-Rise Jeans,1900.0,3799.0,0.49,3.9,31.0
WROGN,Men Anti Fit Jeans,1399.0,2799.0,0.5,4.1,25.0
Peter England Casuals,Men Slim Fit Jeans,1859.0,2999.0,0.38,4.1,25.0
Celio,Men Slim Fit Mid-Rise Jeans,3239.0,5999.0,0.46,4.1,25.0
Mufti,Men Mid-Rise Skinny Fit Jeans,1393.0,3399.0,0.59,3.8,16.0
Louis Philippe Jeans,Men Low-Rise Jeans,2069.0,2999.0,0.31,3.8,16.0
SPYKAR,Men Skinny Fit Low-Rise Jeans,1329.0,3499.0,0.62,3.8,16.0
FUGAZEE,Men Relaxed Fit Jeans,2099.0,3499.0,0.4,3.7,124.0
Nautica,Men Pure Cotton Straight Jeans,3219.0,4599.0,0.3,3.6,5.0
Nautica,Men Straight Fit Jeans,1599.0,3999.0,0.6,3.7,6.0
United Colors of Benetton,Men Anti Fit Mid-Rise Jeans,1599.0,3999.0,0.6,3.7,6.0
WROGN,Men Loose Fit Cotton Jeans,1374.0,2499.0,0.45,4.2,57.0
Flying Machine,Men Slim Fit Jeans,1829.0,2999.0,0.39,4.6,5.0
Louis Philippe Jeans,Men Slim Fit Mid-Rise Jeans,2276.0,3299.0,0.31,4.6,5.0
Louis Philippe Jeans,Slim Fit Light Fade Jeans,2517.0,3649.0,0.31,4.6,5.0
United Colors of Benetton,Men Relaxed Fit Mid-Rise Jeans,2517.0,3649.0,0.31,4.6,5.0
KIABI,Men Wide Leg Mid Rise  Jeans,1319.0,2199.0,0.4,2.8,5.0
VAN HEUSEN DENIM LABS,Men Skinny Fit Jeans,2449.0,3499.0,0.3,2.8,5.0
Roadster,Men Wide Leg Jeans,805.0,2599.0,0.69,3.1,35.0
KIABI,Men Mid-Rise Cotton Jeans,1439.0,2399.0,0.4,3.1,35.0
Blackberrys,Slim Fit Low-Rise Jeans,1439.0,2399.0,0.4,3.1,35.0
WROGN,Men Anti Fit Jeans,1623.0,2799.0,0.42,4.2,42.0
WAIMEA,Skinny Fit Stretchable Jeans,2799.0,6999.0,0.6,4.2,42.0
WAIMEA,Men Slim Fit  Jeans,3849.0,6999.0,0.45,4.2,42.0
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,3849.0,6999.0,0.45,4.2,42.0
WAIMEA,Men Bootcut Jeans,3499.0,6999.0,0.5,4.2,42.0
WAIMEA,Men Skinny Fit Jeans,2799.0,6999.0,0.6,4.2,42.0
Roadster,Men Regular Fit Mid-Rise Jeans,759.0,1899.0,0.6,4.0,63.0
WAIMEA,Men Mid-Rise Bootcut Jeans,3849.0,6999.0,0.45,4.0,63.0
WAIMEA,Men Mid-Rise Skinny Fit Jeans,3499.0,6999.0,0.5,4.0,63.0
Flying Machine,Slim Fit Stretchable Jeans,1829.0,2999.0,0.39,4.0,63.0
WAIMEA,Heavy Fade Stretchable Jeans,3499.0,6999.0,0.5,4.0,63.0
WAIMEA,Men Skinny Fit Jeans,2799.0,6999.0,0.6,4.0,63.0
Levis,Men 511 Slim Fit Jeans,1478.0,2899.0,0.49,4.3,264.0
WAIMEA,Men Bootcut Jeans,3499.0,6999.0,0.5,4.3,264.0
WAIMEA,Men Skinny Fit Jeans,3499.0,6999.0,0.5,4.3,264.0
United Colors of Benetton,Men Mid-Rise Regular Fit Jeans,3499.0,6999.0,0.5,4.3,264.0
WAIMEA,Regular Fit Mid-Rise Jeans,3499.0,6999.0,0.5,4.3,264.0
WAIMEA,Skinny Fit Stretchable Jeans,2799.0,6999.0,0.6,4.3,264.0
WROGN,Men Slim Fit Stretchable Jeans,1275.0,2199.0,0.42,4.2,130.0
V-Mart,Men Mid-Rise Slim Fit Jeans,1275.0,2199.0,0.42,4.2,130.0
V-Mart,Men Mid-Rise Slim Fit Jeans,1275.0,2199.0,0.42,4.2,130.0
Flying Machine,Men Relaxed Fit Jeans,2309.0,3499.0,0.34,4.2,130.0
V-Mart,Men Slim Fit Jeans,2309.0,3499.0,0.34,4.2,130.0
V-Mart,Men Slim Fit Mid-Rise Jeans,2309.0,3499.0,0.34,4.2,130.0
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,2309.0,3499.0,0.34,4.2,130.0
V-Mart,Slim Fit Heavy Fade Jeans,2309.0,3499.0,0.34,4.2,130.0
VAN HEUSEN DENIM LABS,Men Slim Fit Mid-Rise Jeans,2099.0,2999.0,0.3,4.2,130.0
Levis,Men 511 Slim Fit Jeans,2079.0,3999.0,0.48,3.9,31.0
VAN HEUSEN DENIM LABS,Men Heavy Fade Jeans,2134.0,3049.0,0.3,3.9,31.0
Mufti,Men Straight Fit Jeans,2204.0,4499.0,0.51,3.9,31.0
Flying Machine,Men Slim Fit Jeans,1549.0,2499.0,0.38,3.9,31.0
Mufti,Men Straight Fit Jeans,1885.0,4599.0,0.59,3.9,31.0
Mufti,Men Straight Fit Jeans,1885.0,4599.0,0.59,3.9,31.0
WROGN,Men Anti Fit Jeans,1399.0,2799.0,0.5,4.1,25.0
Peter England Casuals,Men Skinny Fit Mid-Rise Jeans,1859.0,2999.0,0.38,4.1,25.0
Peter England Casuals,Men Mid-Rise Tapered Fit Jeans,1859.0,2999.0,0.38,4.1,25.0
Mufti,Men Mid-Rise Skinny Fit Jeans,1393.0,3399.0,0.59,3.8,16.0
Klub Fox,Men Slim Fit Mid-Rise Jeans,1799.0,4599.0,28.0,3.8,16.0
Klub Fox,Men Slim Fit Mid-Rise Jeans,1699.0,4399.0,27.0,3.8,16.0
FUGAZEE,Men Relaxed Fit Jeans,2099.0,3499.0,0.4,3.7,124.0
WROGN,Men Loose Fit Cotton Jeans,1374.0,2499.0,0.45,4.2,57.0
Flying Machine,Men Slim Fit Jeans,1829.0,2999.0,0.39,4.6,5.0
AMERICAN EAGLE OUTFITTERS,Men Slim Fit Jeans,3059.0,3599.0,0.15,4.6,5.0
VUDU,Men Mid-Rise  Jeans,1954.0,3499.0,0.44,4.6,5.0
United Colors of Benetton,Men Relaxed Fit Mid-Rise Jeans,1954.0,3499.0,0.44,4.6,5.0
VUDU,Distressed Heavy Fade Jeans,2379.0,3499.0,0.32,4.6,5.0
VUDU,Light Fade Cargo Jeans,2379.0,3499.0,0.32,4.6,5.0
Roadster,Men Wide Leg Jeans,805.0,2599.0,0.69,3.1,35.0
URA STREET,Men Baggy Fit Jeans,1499.0,2999.0,0.5,3.1,35.0
Flying Machine,Men Mid-Rise Slim Fit Jeans,1871.0,2599.0,0.28,3.1,35.0
WROGN,Men Anti Fit Jeans,1623.0,2799.0,0.42,4.2,42.0
Flying Machine,Men Skinny Fit Low-Rise Jeans,1943.0,2699.0,0.28,4.2,42.0
Flying Machine,Men Mid-Rise Skinny Fit Jeans,2015.0,2799.0,0.28,4.2,42.0
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,2015.0,2799.0,0.28,4.2,42.0
V-Mart,Men Mid-Rise Slim Fit Jeans,599.0,999.0,0.4,3.0,9.0
V-Mart,Men Slim Fit Jeans,599.0,999.0,0.4,3.0,9.0
Roadster,Men Regular Fit Mid-Rise Jeans,759.0,1899.0,0.6,4.0,63.0
SPYKAR,High-Rise Light Fade Jeans,1949.0,3899.0,0.5,4.0,63.0
Klub Fox,Mid-Rise Skinny Fit Jeans,1699.0,4299.0,26.0,4.0,63.0
Flying Machine,Slim Fit Stretchable Jeans,1829.0,2999.0,0.39,4.0,63.0
Calvin Klein,Men Tapered Fit Jeans,7799.0,12999.0,0.4,4.0,63.0
Calvin Klein,Men Slim Fit Jeans,5999.0,9999.0,0.4,3.6,5.0
United Colors of Benetton,Men Mid-Rise Regular Fit Jeans,5999.0,9999.0,0.4,3.6,5.0
Cantabil,Men Comfort Light Fade Jeans,1619.0,3599.0,0.55,3.6,5.0
Cantabil,Men Comfort Heavy Fade Jeans,1799.0,3999.0,0.55,3.6,5.0
WROGN,Men Slim Fit Stretchable Jeans,1275.0,2199.0,0.42,4.2,130.0
Cantabil,Men Comfort Heavy Fade Jeans,1619.0,3599.0,0.55,4.2,130.0
Cantabil,Men Comfort Heavy Fade Jeans,1799.0,3999.0,0.55,4.2,130.0
Flying Machine,Men Relaxed Fit Jeans,2309.0,3499.0,0.34,4.2,130.0
Cantabil,Men Comfort Heavy Fade Jeans,1799.0,3999.0,0.55,4.2,130.0
Peter England Casuals,Skinny Fit Heavy Fade Jeans,1549.0,2499.0,0.38,4.2,130.0
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,1549.0,2499.0,0.38,4.2,130.0
SPYKAR,Men Slim Fit Low-Rise Jeans,1799.0,3599.0,0.5,4.2,130.0
Celio,Men Slim Fit Stretchable Jeans,3249.0,4999.0,0.35,4.2,130.0
Levis,Men 511 Slim Fit Jeans,2079.0,3999.0,0.48,3.9,31.0
Celio,Men Slim Fit Jeans,3499.0,4999.0,0.3,3.9,31.0
SPYKAR,Men Slim Fit Low-Rise Jeans,1749.0,3499.0,0.5,3.9,31.0
Flying Machine,Men Slim Fit Jeans,1549.0,2499.0,0.38,3.9,31.0
SPYKAR,Men Slim Fit Low-Rise Jeans,1649.0,3299.0,0.5,3.9,31.0
SPYKAR,Men Stretchable Jeans,1899.0,3799.0,0.5,3.9,31.0
WROGN,Men Anti Fit Jeans,1399.0,2799.0,0.5,4.1,25.0
SPYKAR,Men Cotton Stretchable Jeans,1899.0,3799.0,0.5,4.1,25.0
